[2023-07-28 10:49:52,590] Run on FIREFOX
[2023-07-28 10:50:10,402] Change_Password - Step 04: Input to confirm password textbox with value: 123465
[2023-07-28 10:50:10,433] Change_Password - Step 05: Click to Change Password button
[2023-07-28 10:50:11,781] Change_Password - Step 06: Verify Successful Notification At Bar
[2023-07-28 10:50:11,812]  -------------------------- PASSED -------------------------- 
[2023-07-28 10:50:11,813] Change_Password - Step 07: Close the bar
[2023-07-28 10:50:12,040] Change_Password - Step 08: Click to  logout link
[2023-07-28 10:50:12,070] Change_Password - Step 09: Verify register link is displayed
[2023-07-28 10:50:12,683]  -------------------------- PASSED -------------------------- 
[2023-07-28 10:50:12,683] Change_Password - Step 10: Click to login link
[2023-07-28 10:50:13,038] Change_Password - Step 11: Input to email textbox with value: edit_automation952@mail.com
[2023-07-28 10:50:13,087] Change_Password - Step 12: Input to password textbox with old value: 123456
[2023-07-28 10:50:13,124] Change_Password - Step 13: Click to Login button
[2023-07-28 10:50:13,482] Change_Password - Step 14: Verify error messsage for incorrect input
[2023-07-28 10:50:13,520]  -------------------------- PASSED -------------------------- 
[2023-07-28 10:50:13,521] Change_Password - Step 15: Refresh page
[2023-07-28 10:50:14,539] Change_Password - Step 16: Input to email textbox with value: edit_automation952@mail.com
[2023-07-28 10:50:14,582] Change_Password - Step 17: Input to password textbox with new value: 123465
[2023-07-28 10:50:14,613] Change_Password - Step 18: Click to Login button
[2023-07-28 10:50:15,232] Change_Password - Step 19: Verify successful messsage
[2023-07-28 10:50:18,288]  -------------------------- PASSED -------------------------- 
[2023-07-28 10:50:18,292] Create_New_Review - Step 01: Click to My Account link
[2023-07-28 10:50:18,326] Create_New_Review - Step 02: Click to Computers Link
[2023-07-28 10:50:18,819] Create_New_Review - Step 03: Click to Desktop Link
[2023-07-28 10:50:19,196] Create_New_Review - Step 04: Click to A Product
[2023-07-28 10:50:19,688] Create_New_Review - Step 05: Click to Add Your Review
[2023-07-28 10:50:20,054] Create_New_Review - Step 06: Input to review title textbox with value: First review952
[2023-07-28 10:50:20,111] Create_New_Review - Step 07: Input to review body textarea with value: First review bacd952
[2023-07-28 10:50:20,152] Create_New_Review - Step 08: Click to rating checkbox
[2023-07-28 10:50:20,439] Create_New_Review - Step 09: Click to Add Your Button
[2023-07-28 10:50:20,785] Create_New_Review - Step 10: Verify is Product review added successfully
[2023-07-28 10:50:20,822]  -------------------------- PASSED -------------------------- 
[2023-07-28 10:50:20,823] Create_New_Review - Step 11: Click to My Account Link
[2023-07-28 10:50:20,849] Create_New_Review - Step 12: Click to my product review link
[2023-07-28 10:50:22,339] Create_New_Review - Step 13: Veriry After Update Review
[2023-07-28 10:50:22,376]  -------------------------- PASSED -------------------------- 
[2023-07-28 10:50:22,398]  -------------------------- PASSED -------------------------- 
[2023-07-28 10:50:22,401] OS name = windows 10
[2023-07-28 10:50:22,401] Driver instance name = firefoxdriver: firefox on windows (083d5efe-e557-42ed-b2b3-97ff9f32b17c)
